"","ticker","tradeDate","clsPx","hiPx","loPx","open","stockVolume","unadjClsPx","unadjHiPx","unadjLoPx","unadjOpen","unadjStockVolume","updatedAt"
"21","SPX",2006-02-01,1282.46,1283.33,1277.57,1280.08,0,1282.46,1283.33,1277.57,1280.08,0,"2020-09-26T01:40:49Z"
"22","SPX",2006-02-02,1270.84,1282.46,1267.72,1282.46,0,1270.84,1282.46,1267.72,1282.46,0,"2020-09-26T01:40:49Z"
"23","SPX",2006-02-03,1264.03,1270.87,1261.02,1270.84,0,1264.03,1270.87,1261.02,1270.84,0,"2020-09-26T01:40:49Z"
"24","SPX",2006-02-06,1265.02,1267.04,1261.62,1264.03,0,1265.02,1267.04,1261.62,1264.03,0,"2020-09-26T01:40:49Z"
"25","SPX",2006-02-07,1254.78,1265.78,1253.61,1265.02,0,1254.78,1265.78,1253.61,1265.02,0,"2020-09-26T01:40:49Z"
"26","SPX",2006-02-08,1265.65,1266.47,1254.78,1254.78,0,1265.65,1266.47,1254.78,1254.78,0,"2020-09-26T01:40:49Z"
"27","SPX",2006-02-09,1263.78,1274.56,1262.8,1265.65,0,1263.78,1274.56,1262.8,1265.65,0,"2020-09-26T01:40:49Z"
"28","SPX",2006-02-10,1266.99,1269.89,1254.98,1263.82,0,1266.99,1269.89,1254.98,1263.82,0,"2020-09-26T01:40:49Z"
"29","SPX",2006-02-13,1262.86,1266.99,1258.34,1266.99,0,1262.86,1266.99,1258.34,1266.99,0,"2020-09-26T01:40:49Z"
"30","SPX",2006-02-14,1275.53,1278.21,1260.8,1262.86,0,1275.53,1278.21,1260.8,1262.86,0,"2020-09-26T01:40:49Z"
"31","SPX",2006-02-15,1280,1281,1271.06,1275.53,0,1280,1281,1271.06,1275.53,0,"2020-09-26T01:40:49Z"
"32","SPX",2006-02-16,1289.38,1289.39,1280,1280,0,1289.38,1289.39,1280,1280,0,"2020-09-26T01:40:49Z"
"33","SPX",2006-02-17,1287.24,1289.47,1284.07,1289.38,0,1287.24,1289.47,1284.07,1289.38,0,"2020-09-26T01:40:49Z"
"34","SPX",2006-02-21,1283.03,1291.92,1281.33,1287.24,0,1283.03,1291.92,1281.33,1287.24,0,"2020-09-26T01:40:49Z"
"35","SPX",2006-02-22,1292.67,1294.17,1283.03,1283.03,0,1292.67,1294.17,1283.03,1283.03,0,"2020-09-26T01:40:49Z"
"36","SPX",2006-02-23,1287.79,1293.84,1285.14,1292.67,0,1287.79,1293.84,1285.14,1292.67,0,"2020-09-26T01:40:49Z"
"37","SPX",2006-02-24,1289.43,1292.11,1285.62,1287.79,0,1289.43,1292.11,1285.62,1287.79,0,"2020-09-26T01:40:49Z"
"38","SPX",2006-02-27,1294.12,1297.57,1289.43,1289.43,0,1294.12,1297.57,1289.43,1289.43,0,"2020-09-26T01:40:49Z"
"39","SPX",2006-02-28,1280.66,1294.12,1278.66,1294.12,0,1280.66,1294.12,1278.66,1294.12,0,"2020-09-26T01:40:49Z"
"40","SPX",2006-03-01,1291.24,1291.8,1280.66,1280.66,0,1291.24,1291.8,1280.66,1280.66,0,"2020-09-26T01:40:49Z"
"41","SPX",2006-03-02,1289.14,1291.24,1283.21,1291.24,0,1289.14,1291.24,1283.21,1291.24,0,"2020-09-26T01:40:49Z"
"42","SPX",2006-03-03,1287.23,1297.33,1284.2,1289.14,0,1287.23,1297.33,1284.2,1289.14,0,"2020-09-26T01:40:49Z"
"43","SPX",2006-03-06,1278.26,1288.23,1275.67,1287.23,0,1278.26,1288.23,1275.67,1287.23,0,"2020-09-26T01:40:49Z"
"44","SPX",2006-03-07,1275.88,1278.26,1271.11,1278.26,0,1275.88,1278.26,1271.11,1278.26,0,"2020-09-26T01:40:49Z"
"45","SPX",2006-03-08,1278.47,1280.33,1268.42,1275.88,0,1278.47,1280.33,1268.42,1275.88,0,"2020-09-26T01:40:49Z"
"46","SPX",2006-03-09,1272.23,1282.74,1272.23,1278.47,0,1272.23,1282.74,1272.23,1278.47,0,"2020-09-26T01:40:49Z"
"47","SPX",2006-03-10,1281.42,1284.37,1271.11,1272.23,0,1281.42,1284.37,1271.11,1272.23,0,"2020-09-26T01:40:49Z"
"48","SPX",2006-03-13,1284.13,1287.37,1281.58,1281.58,0,1284.13,1287.37,1281.58,1281.58,0,"2020-09-26T01:40:49Z"
