"","ticker","tradeDate","clsPx","hiPx","loPx","open","stockVolume","unadjClsPx","unadjHiPx","unadjLoPx","unadjOpen","unadjStockVolume","updatedAt"
"848","SPX",2009-05-18,909.71,910,886.07,886.07,0,909.71,910,886.07,886.07,0,"2020-09-26T01:40:49Z"
"849","SPX",2009-05-19,908.13,916.39,905.22,909.16,0,908.13,916.39,905.22,909.16,0,"2020-09-26T01:40:49Z"
"850","SPX",2009-05-20,903.47,924.6,901.37,908.62,0,903.47,924.6,901.37,908.62,0,"2020-09-26T01:40:49Z"
"851","SPX",2009-05-21,888.33,900.42,879.61,900.42,0,888.33,900.42,879.61,900.42,0,"2020-09-26T01:40:49Z"
"852","SPX",2009-05-22,887,896.65,884.19,888.68,0,887,896.65,884.19,888.68,0,"2020-09-26T01:40:49Z"
"853","SPX",2009-05-26,910.33,911.76,881.46,887,0,910.33,911.76,881.46,887,0,"2020-09-26T01:40:49Z"
"854","SPX",2009-05-27,893.06,913.84,891.87,909.95,0,893.06,913.84,891.87,909.95,0,"2020-09-26T01:40:49Z"
"855","SPX",2009-05-28,906.83,909.45,887.6,892.96,0,906.83,909.45,887.6,892.96,0,"2020-09-26T01:40:49Z"
"856","SPX",2009-05-29,919.14,920.02,903.56,907.02,0,919.14,920.02,903.56,907.02,0,"2020-09-26T01:40:49Z"
"857","SPX",2009-06-01,942.87,947.74,923.26,923.26,0,942.87,947.74,923.26,923.26,0,"2020-09-26T01:40:49Z"
"858","SPX",2009-06-02,944.74,948.99,938.46,941.88,0,944.74,948.99,938.46,941.88,0,"2020-09-26T01:40:49Z"
"859","SPX",2009-06-03,931.76,942.51,923.85,942.51,0,931.76,942.51,923.85,942.51,0,"2020-09-26T01:40:49Z"
"860","SPX",2009-06-04,942.46,942.47,929.32,932.49,0,942.46,942.47,929.32,932.49,0,"2020-09-26T01:40:49Z"
"861","SPX",2009-06-05,940.09,951.69,934.13,945.67,0,940.09,951.69,934.13,945.67,0,"2020-09-26T01:40:49Z"
"862","SPX",2009-06-08,939.14,946.33,926.44,938.12,0,939.14,946.33,926.44,938.12,0,"2020-09-26T01:40:49Z"
"863","SPX",2009-06-09,942.43,946.54,936.15,940.35,0,942.43,946.54,936.15,940.35,0,"2020-09-26T01:40:49Z"
"864","SPX",2009-06-10,939.15,949.77,927.97,942.73,0,939.15,949.77,927.97,942.73,0,"2020-09-26T01:40:49Z"
"865","SPX",2009-06-11,944.89,956.23,939.04,939.04,0,944.89,956.23,939.04,939.04,0,"2020-09-26T01:40:49Z"
"866","SPX",2009-06-12,946.21,946.3,935.66,943.44,0,946.21,946.3,935.66,943.44,0,"2020-09-26T01:40:49Z"
"867","SPX",2009-06-15,923.72,942.45,919.65,942.45,0,923.72,942.45,919.65,942.45,0,"2020-09-26T01:40:49Z"
"868","SPX",2009-06-16,911.97,928,911.6,925.6,0,911.97,928,911.6,925.6,0,"2020-09-26T01:40:49Z"
"869","SPX",2009-06-17,910.71,918.44,903.78,911.89,0,910.71,918.44,903.78,911.89,0,"2020-09-26T01:40:49Z"
"870","SPX",2009-06-18,918.37,921.93,907.94,910.86,0,918.37,921.93,907.94,910.86,0,"2020-09-26T01:40:49Z"
"871","SPX",2009-06-19,921.23,927.09,915.8,919.96,0,921.23,927.09,915.8,919.96,0,"2020-09-26T01:40:49Z"
"872","SPX",2009-06-22,893.04,918.13,893.04,918.13,0,893.04,918.13,893.04,918.13,0,"2020-09-26T01:40:49Z"
"873","SPX",2009-06-23,895.1,898.69,888.86,893.46,0,895.1,898.69,888.86,893.46,0,"2020-09-26T01:40:49Z"
"874","SPX",2009-06-24,900.94,910.85,896.31,896.31,0,900.94,910.85,896.31,896.31,0,"2020-09-26T01:40:49Z"
"875","SPX",2009-06-25,920.26,921.42,896.27,899.45,0,920.26,921.42,896.27,899.45,0,"2020-09-26T01:40:49Z"
"876","SPX",2009-06-26,918.9,922,913.03,918.84,0,918.9,922,913.03,918.84,0,"2020-09-26T01:40:49Z"
"877","SPX",2009-06-29,927.23,927.99,916.18,919.86,0,927.23,927.99,916.18,919.86,0,"2020-09-26T01:40:49Z"
"878","SPX",2009-06-30,919.32,930.01,912.86,927.15,0,919.32,930.01,912.86,927.15,0,"2020-09-26T01:40:49Z"
"879","SPX",2009-07-01,923.33,931.92,920.82,920.82,0,923.33,931.92,920.82,920.82,0,"2020-09-26T01:40:49Z"
"880","SPX",2009-07-02,896.42,921.24,896.42,921.24,0,896.42,921.24,896.42,921.24,0,"2020-09-26T01:40:49Z"
"881","SPX",2009-07-06,898.72,898.72,886.36,894.27,0,898.72,898.72,886.36,894.27,0,"2020-09-26T01:40:49Z"
"882","SPX",2009-07-07,881.03,898.6,879.93,898.6,0,881.03,898.6,879.93,898.6,0,"2020-09-26T01:40:49Z"
"883","SPX",2009-07-08,879.56,886.76,869.32,882.55,0,879.56,886.76,869.32,882.55,0,"2020-09-26T01:40:49Z"
"884","SPX",2009-07-09,882.68,887.86,878.45,881.28,0,882.68,887.86,878.45,881.28,0,"2020-09-26T01:40:49Z"
"885","SPX",2009-07-10,879.13,883.57,872.81,880.03,0,879.13,883.57,872.81,880.03,0,"2020-09-26T01:40:49Z"
"886","SPX",2009-07-13,892.76,892.76,883.47,883.47,0,892.76,892.76,883.47,883.47,0,"2020-09-26T01:40:49Z"
"887","SPX",2009-07-14,905.84,905.84,896.73,899.63,0,905.84,905.84,896.73,899.63,0,"2020-09-26T01:40:49Z"
"888","SPX",2009-07-15,932.68,933.95,910.15,910.15,0,932.68,933.95,910.15,910.15,0,"2020-09-26T01:40:49Z"
"889","SPX",2009-07-16,940.74,943.96,927.45,930.17,0,940.74,943.96,927.45,930.17,0,"2020-09-26T01:40:49Z"
"890","SPX",2009-07-17,940.38,941.89,934.65,940.56,0,940.38,941.89,934.65,940.56,0,"2020-09-26T01:40:49Z"
"891","SPX",2009-07-20,951.13,951.62,940.99,942.07,0,951.13,951.62,940.99,942.07,0,"2020-09-26T01:40:49Z"
"892","SPX",2009-07-21,954.58,956.53,943.22,951.97,0,954.58,956.53,943.22,951.97,0,"2020-09-26T01:40:49Z"
"893","SPX",2009-07-22,954.07,959.83,947.75,953.4,0,954.07,959.83,947.75,953.4,0,"2020-09-26T01:40:49Z"
"894","SPX",2009-07-23,976.29,979.42,973.77,974.33,0,976.29,979.42,973.77,974.33,0,"2020-09-26T01:40:49Z"
"895","SPX",2009-07-24,979.26,979.79,965.95,972.16,0,979.26,979.79,965.95,972.16,0,"2020-09-26T01:40:49Z"
"896","SPX",2009-07-27,982.18,982.49,972.29,978.63,0,982.18,982.49,972.29,978.63,0,"2020-09-26T01:40:49Z"
"897","SPX",2009-07-28,979.62,982.35,969.35,981.48,0,979.62,982.35,969.35,981.48,0,"2020-09-26T01:40:49Z"
"898","SPX",2009-07-29,975.15,977.76,968.65,977.66,0,975.15,977.76,968.65,977.66,0,"2020-09-26T01:40:49Z"
"899","SPX",2009-07-30,986.75,996.68,976.01,976.01,0,986.75,996.68,976.01,976.01,0,"2020-09-26T01:40:49Z"
"900","SPX",2009-07-31,987.48,993.18,982.85,986.8,0,987.48,993.18,982.85,986.8,0,"2020-09-26T01:40:49Z"
"901","SPX",2009-08-03,1002.63,1003.61,990.22,990.22,0,1002.63,1003.61,990.22,990.22,0,"2020-09-26T01:40:49Z"
"902","SPX",2009-08-04,1005.65,1007.12,996.68,1001.41,0,1005.65,1007.12,996.68,1001.41,0,"2020-09-26T01:40:49Z"
"903","SPX",2009-08-05,1002.72,1006.64,994.31,1005.41,0,1002.72,1006.64,994.31,1005.41,0,"2020-09-26T01:40:49Z"
"904","SPX",2009-08-06,997.08,1008,992.49,1004.06,0,997.08,1008,992.49,1004.06,0,"2020-09-26T01:40:49Z"
"905","SPX",2009-08-07,1010.48,1018,999.83,999.83,0,1010.48,1018,999.83,999.83,0,"2020-09-26T01:40:49Z"
"906","SPX",2009-08-10,1007.1,1010.12,1000.99,1008.89,0,1007.1,1010.12,1000.99,1008.89,0,"2020-09-26T01:40:49Z"
"907","SPX",2009-08-11,994.35,1005.77,992.4,1005.77,0,994.35,1005.77,992.4,1005.77,0,"2020-09-26T01:40:49Z"
"908","SPX",2009-08-12,1005.81,1012.78,993.36,994,0,1005.81,1012.78,993.36,994,0,"2020-09-26T01:40:49Z"
"909","SPX",2009-08-13,1012.73,1013.14,1000.82,1005.86,0,1012.73,1013.14,1000.82,1005.86,0,"2020-09-26T01:40:49Z"
"910","SPX",2009-08-14,1004.09,1012.6,994.6,1012.23,0,1004.09,1012.6,994.6,1012.23,0,"2020-09-26T01:40:49Z"
"911","SPX",2009-08-17,979.73,998.18,978.51,998.18,0,979.73,998.18,978.51,998.18,0,"2020-09-26T01:40:49Z"
"912","SPX",2009-08-18,989.67,991.2,980.62,980.62,0,989.67,991.2,980.62,980.62,0,"2020-09-26T01:40:49Z"
"913","SPX",2009-08-19,996.46,999.61,980.62,986.88,0,996.46,999.61,980.62,986.88,0,"2020-09-26T01:40:49Z"
"914","SPX",2009-08-20,1007.37,1008.92,996.39,996.41,0,1007.37,1008.92,996.39,996.41,0,"2020-09-26T01:40:49Z"
"915","SPX",2009-08-21,1026.13,1027.59,1009.06,1009.06,0,1026.13,1027.59,1009.06,1009.06,0,"2020-09-26T01:40:49Z"
"916","SPX",2009-08-24,1025.57,1035.82,1022.48,1026.59,0,1025.57,1035.82,1022.48,1026.59,0,"2020-09-26T01:40:49Z"
"917","SPX",2009-08-25,1028,1037.75,1026.21,1026.63,0,1028,1037.75,1026.21,1026.63,0,"2020-09-26T01:40:49Z"
"918","SPX",2009-08-26,1028.12,1032.47,1021.57,1027.35,0,1028.12,1032.47,1021.57,1027.35,0,"2020-09-26T01:40:49Z"
"919","SPX",2009-08-27,1030.98,1033.33,1016.26,1027.81,0,1030.98,1033.33,1016.26,1027.81,0,"2020-09-26T01:40:49Z"
"920","SPX",2009-08-28,1028.93,1039.47,1023.13,1031.62,0,1028.93,1039.47,1023.13,1031.62,0,"2020-09-26T01:40:49Z"
"921","SPX",2009-08-31,1020.62,1025.21,1014.62,1025.21,0,1020.62,1025.21,1014.62,1025.21,0,"2020-09-26T01:40:49Z"
"922","SPX",2009-09-01,998.04,1028.45,996.28,1019.52,0,998.04,1028.45,996.28,1019.52,0,"2020-09-26T01:40:49Z"
"923","SPX",2009-09-02,994.75,1000.34,991.97,996.07,0,994.75,1000.34,991.97,996.07,0,"2020-09-26T01:40:49Z"
"924","SPX",2009-09-03,1003.24,1003.43,992.25,996.12,0,1003.24,1003.43,992.25,996.12,0,"2020-09-26T01:40:49Z"
"925","SPX",2009-09-04,1016.4,1016.48,1001.65,1003.84,0,1016.4,1016.48,1001.65,1003.84,0,"2020-09-26T01:40:49Z"
"926","SPX",2009-09-08,1025.39,1026.07,1018.67,1018.67,0,1025.39,1026.07,1018.67,1018.67,0,"2020-09-26T01:40:49Z"
"927","SPX",2009-09-09,1033.37,1036.34,1023.97,1025.36,0,1033.37,1036.34,1023.97,1025.36,0,"2020-09-26T01:40:49Z"
"928","SPX",2009-09-10,1044.14,1044.14,1028.04,1032.99,0,1044.14,1044.14,1028.04,1032.99,0,"2020-09-26T01:40:49Z"
"929","SPX",2009-09-11,1042.73,1048.18,1038.4,1043.92,0,1042.73,1048.18,1038.4,1043.92,0,"2020-09-26T01:40:49Z"
"930","SPX",2009-09-14,1049.34,1049.74,1035,1040.15,0,1049.34,1049.74,1035,1040.15,0,"2020-09-26T01:40:49Z"
"931","SPX",2009-09-15,1052.63,1056.04,1043.42,1049.03,0,1052.63,1056.04,1043.42,1049.03,0,"2020-09-26T01:40:49Z"
"932","SPX",2009-09-16,1068.76,1068.76,1052.87,1053.99,0,1068.76,1068.76,1052.87,1053.99,0,"2020-09-26T01:40:49Z"
"933","SPX",2009-09-17,1065.49,1074.77,1061.2,1067.87,0,1065.49,1074.77,1061.2,1067.87,0,"2020-09-26T01:40:49Z"
"934","SPX",2009-09-18,1068.3,1071.52,1064.27,1066.6,0,1068.3,1071.52,1064.27,1066.6,0,"2020-09-26T01:40:49Z"
"935","SPX",2009-09-21,1064.66,1067.28,1057.46,1067.14,0,1064.66,1067.28,1057.46,1067.14,0,"2020-09-26T01:40:49Z"
"936","SPX",2009-09-22,1071.66,1073.81,1066.35,1066.35,0,1071.66,1073.81,1066.35,1066.35,0,"2020-09-26T01:40:49Z"
"937","SPX",2009-09-23,1060.87,1080.15,1060.39,1072.69,0,1060.87,1080.15,1060.39,1072.69,0,"2020-09-26T01:40:49Z"
"938","SPX",2009-09-24,1050.78,1066.29,1045.85,1062.56,0,1050.78,1066.29,1045.85,1062.56,0,"2020-09-26T01:40:49Z"
"939","SPX",2009-09-25,1044.38,1053.47,1041.17,1049.48,0,1044.38,1053.47,1041.17,1049.48,0,"2020-09-26T01:40:49Z"
"940","SPX",2009-09-28,1062.98,1065.13,1045.38,1045.38,0,1062.98,1065.13,1045.38,1045.38,0,"2020-09-26T01:40:49Z"
"941","SPX",2009-09-29,1060.61,1069.62,1057.83,1063.69,0,1060.61,1069.62,1057.83,1063.69,0,"2020-09-26T01:40:49Z"
"942","SPX",2009-09-30,1057.08,1063.4,1046.47,1061.02,0,1057.08,1063.4,1046.47,1061.02,0,"2020-09-26T01:40:49Z"
"943","SPX",2009-10-01,1029.85,1054.91,1029.45,1054.91,0,1029.85,1054.91,1029.45,1054.91,0,"2020-09-26T01:40:49Z"
"944","SPX",2009-10-02,1025.21,1030.6,1019.95,1029.71,0,1025.21,1030.6,1019.95,1029.71,0,"2020-09-26T01:40:49Z"
"945","SPX",2009-10-05,1040.46,1042.58,1025.92,1026.87,0,1040.46,1042.58,1025.92,1026.87,0,"2020-09-26T01:40:49Z"
"946","SPX",2009-10-06,1054.72,1060.55,1042.02,1042.02,0,1054.72,1060.55,1042.02,1042.02,0,"2020-09-26T01:40:49Z"
"947","SPX",2009-10-07,1057.58,1058.02,1050.1,1053.65,0,1057.58,1058.02,1050.1,1053.65,0,"2020-09-26T01:40:49Z"
"948","SPX",2009-10-08,1065.48,1070.67,1060.03,1060.03,0,1065.48,1070.67,1060.03,1060.03,0,"2020-09-26T01:40:49Z"
"949","SPX",2009-10-09,1071.49,1071.51,1063,1065.28,0,1071.49,1071.51,1063,1065.28,0,"2020-09-26T01:40:49Z"
"950","SPX",2009-10-12,1076.19,1079.46,1071.63,1071.63,0,1076.19,1079.46,1071.63,1071.63,0,"2020-09-26T01:40:49Z"
"951","SPX",2009-10-13,1073.19,1075.3,1066.71,1074.96,0,1073.19,1075.3,1066.71,1074.96,0,"2020-09-26T01:40:49Z"
"952","SPX",2009-10-14,1092.02,1093.17,1078.68,1078.68,0,1092.02,1093.17,1078.68,1078.68,0,"2020-09-26T01:40:49Z"
"953","SPX",2009-10-15,1096.56,1096.56,1086.52,1090.36,0,1096.56,1096.56,1086.52,1090.36,0,"2020-09-26T01:40:49Z"
"954","SPX",2009-10-16,1087.68,1094.67,1081.53,1094.67,0,1087.68,1094.67,1081.53,1094.67,0,"2020-09-26T01:40:49Z"
"955","SPX",2009-10-19,1097.91,1100.17,1086.48,1088.22,0,1097.91,1100.17,1086.48,1088.22,0,"2020-09-26T01:40:49Z"
"956","SPX",2009-10-20,1091.06,1098.64,1086.16,1098.64,0,1091.06,1098.64,1086.16,1098.64,0,"2020-09-26T01:40:49Z"
"957","SPX",2009-10-21,1081.4,1101.36,1080.77,1090.36,0,1081.4,1101.36,1080.77,1090.36,0,"2020-09-26T01:40:49Z"
"958","SPX",2009-10-22,1092.91,1095.21,1074.31,1080.96,0,1092.91,1095.21,1074.31,1080.96,0,"2020-09-26T01:40:49Z"
"959","SPX",2009-10-23,1079.6,1095.83,1075.49,1095.62,0,1079.6,1095.83,1075.49,1095.62,0,"2020-09-26T01:40:49Z"
"960","SPX",2009-10-26,1066.95,1091.75,1065.23,1080.36,0,1066.95,1091.75,1065.23,1080.36,0,"2020-09-26T01:40:49Z"
"961","SPX",2009-10-27,1063.41,1072.48,1060.62,1067.54,0,1063.41,1072.48,1060.62,1067.54,0,"2020-09-26T01:40:49Z"
"962","SPX",2009-10-28,1042.63,1063.26,1042.19,1061.51,0,1042.63,1063.26,1042.19,1061.51,0,"2020-09-26T01:40:49Z"
"963","SPX",2009-10-29,1066.11,1066.83,1043.69,1043.69,0,1066.11,1066.83,1043.69,1043.69,0,"2020-09-26T01:40:49Z"
"964","SPX",2009-10-30,1036.19,1065.41,1033.38,1065.41,0,1036.19,1065.41,1033.38,1065.41,0,"2020-09-26T01:40:49Z"
"965","SPX",2009-11-02,1042.88,1052.18,1029.38,1036.18,0,1042.88,1052.18,1029.38,1036.18,0,"2020-09-26T01:40:49Z"
"966","SPX",2009-11-03,1045.41,1046.36,1033.94,1040.92,0,1045.41,1046.36,1033.94,1040.92,0,"2020-09-26T01:40:49Z"
"967","SPX",2009-11-04,1046.5,1061,1045.15,1047.14,0,1046.5,1061,1045.15,1047.14,0,"2020-09-26T01:40:49Z"
"968","SPX",2009-11-05,1066.63,1066.65,1047.3,1047.3,0,1066.63,1066.65,1047.3,1047.3,0,"2020-09-26T01:40:49Z"
"969","SPX",2009-11-06,1069.3,1071.48,1059.32,1064.95,0,1069.3,1071.48,1059.32,1064.95,0,"2020-09-26T01:40:49Z"
"970","SPX",2009-11-09,1093.08,1093.19,1072.31,1072.31,0,1093.08,1093.19,1072.31,1072.31,0,"2020-09-26T01:40:49Z"
"971","SPX",2009-11-10,1093.01,1096.42,1087.4,1091.86,0,1093.01,1096.42,1087.4,1091.86,0,"2020-09-26T01:40:49Z"
"972","SPX",2009-11-11,1098.51,1105.37,1093.81,1096.04,0,1098.51,1105.37,1093.81,1096.04,0,"2020-09-26T01:40:49Z"
"973","SPX",2009-11-12,1087.24,1101.97,1084.9,1098.31,0,1087.24,1101.97,1084.9,1098.31,0,"2020-09-26T01:40:49Z"
"974","SPX",2009-11-13,1093.48,1097.79,1085.33,1090.87,0,1093.48,1097.79,1085.33,1090.87,0,"2020-09-26T01:40:49Z"
"975","SPX",2009-11-16,1109.3,1113.69,1094.13,1094.13,0,1109.3,1113.69,1094.13,1094.13,0,"2020-09-26T01:40:49Z"
"976","SPX",2009-11-17,1110.32,1110.52,1102.19,1109.22,0,1110.32,1110.52,1102.19,1109.22,0,"2020-09-26T01:40:49Z"
"977","SPX",2009-11-18,1109.8,1111.1,1102.7,1109.44,0,1109.8,1111.1,1102.7,1109.44,0,"2020-09-26T01:40:49Z"
"978","SPX",2009-11-19,1094.9,1106.44,1088.4,1106.44,0,1094.9,1106.44,1088.4,1106.44,0,"2020-09-26T01:40:49Z"
"979","SPX",2009-11-20,1091.38,1094.66,1086.81,1094.66,0,1091.38,1094.66,1086.81,1094.66,0,"2020-09-26T01:40:49Z"
"980","SPX",2009-11-23,1106.24,1112.38,1094.86,1094.86,0,1106.24,1112.38,1094.86,1094.86,0,"2020-09-26T01:40:49Z"
"981","SPX",2009-11-24,1105.65,1107.56,1097.63,1105.83,0,1105.65,1107.56,1097.63,1105.83,0,"2020-09-26T01:40:49Z"
"982","SPX",2009-11-25,1110.63,1111.18,1104.75,1106.49,0,1110.63,1111.18,1104.75,1106.49,0,"2020-09-26T01:40:49Z"
"983","SPX",2009-11-27,1087.27,1105.47,1083.74,1105.47,0,1087.27,1105.47,1083.74,1105.47,0,"2020-09-26T01:40:49Z"
"984","SPX",2009-11-30,1095.63,1097.24,1086.25,1091.07,0,1095.63,1097.24,1086.25,1091.07,0,"2020-09-26T01:40:49Z"
"985","SPX",2009-12-01,1108.86,1112.28,1098.89,1098.89,0,1108.86,1112.28,1098.89,1098.89,0,"2020-09-26T01:40:49Z"
"986","SPX",2009-12-02,1109.24,1115.58,1105.29,1109.03,0,1109.24,1115.58,1105.29,1109.03,0,"2020-09-26T01:40:49Z"
"987","SPX",2009-12-03,1099.92,1117.28,1098.74,1110.59,0,1099.92,1117.28,1098.74,1110.59,0,"2020-09-26T01:40:49Z"
"988","SPX",2009-12-04,1105.98,1119.13,1096.52,1100.43,0,1105.98,1119.13,1096.52,1100.43,0,"2020-09-26T01:40:49Z"
"989","SPX",2009-12-07,1103.25,1110.72,1100.83,1105.52,0,1103.25,1110.72,1100.83,1105.52,0,"2020-09-26T01:40:49Z"
"990","SPX",2009-12-08,1091.94,1103.04,1088.61,1103.04,0,1091.94,1103.04,1088.61,1103.04,0,"2020-09-26T01:40:49Z"
"991","SPX",2009-12-09,1095.95,1097.04,1085.89,1091.07,0,1095.95,1097.04,1085.89,1091.07,0,"2020-09-26T01:40:49Z"
"992","SPX",2009-12-10,1102.35,1106.25,1098.69,1098.69,0,1102.35,1106.25,1098.69,1098.69,0,"2020-09-26T01:40:49Z"
"993","SPX",2009-12-11,1106.41,1108.5,1101.34,1103.96,0,1106.41,1108.5,1101.34,1103.96,0,"2020-09-26T01:40:49Z"
"994","SPX",2009-12-14,1114.11,1114.76,1107.84,1107.84,0,1114.11,1114.76,1107.84,1107.84,0,"2020-09-26T01:40:49Z"
"995","SPX",2009-12-15,1107.93,1114.11,1105.35,1114.11,0,1107.93,1114.11,1105.35,1114.11,0,"2020-09-26T01:40:49Z"
"996","SPX",2009-12-16,1109.18,1116.21,1107.96,1108.61,0,1109.18,1116.21,1107.96,1108.61,0,"2020-09-26T01:40:49Z"
"997","SPX",2009-12-17,1096.08,1106.36,1095.88,1106.36,0,1096.08,1106.36,1095.88,1106.36,0,"2020-09-26T01:40:49Z"
"998","SPX",2009-12-18,1102.47,1103.74,1093.88,1097.86,0,1102.47,1103.74,1093.88,1097.86,0,"2020-09-26T01:40:49Z"
"999","SPX",2009-12-21,1114.05,1117.68,1105.31,1105.31,0,1114.05,1117.68,1105.31,1105.31,0,"2020-09-26T01:40:49Z"
"1000","SPX",2009-12-22,1118.02,1120.27,1114.51,1114.51,0,1118.02,1120.27,1114.51,1114.51,0,"2020-09-26T01:40:49Z"
"1001","SPX",2009-12-23,1120.59,1121.58,1116,1118.84,0,1120.59,1121.58,1116,1118.84,0,"2020-09-26T01:40:49Z"
"1002","SPX",2009-12-24,1126.48,1126.48,1121.08,1121.08,0,1126.48,1126.48,1121.08,1121.08,0,"2020-09-26T01:40:49Z"
"1003","SPX",2009-12-28,1127.78,1130.38,1123.51,1127.53,0,1127.78,1130.38,1123.51,1127.53,0,"2020-09-26T01:40:49Z"
"1004","SPX",2009-12-29,1126.2,1130.38,1126.08,1128.55,0,1126.2,1130.38,1126.08,1128.55,0,"2020-09-26T01:40:49Z"
"1005","SPX",2009-12-30,1126.42,1126.42,1121.94,1125.53,0,1126.42,1126.42,1121.94,1125.53,0,"2020-09-26T01:40:49Z"
"1006","SPX",2009-12-31,1115.1,1127.64,1114.81,1126.6,0,1115.1,1127.64,1114.81,1126.6,0,"2020-09-26T01:40:49Z"
"1007","SPX",2010-01-04,1132.99,1133.87,1116.56,1116.56,0,1132.99,1133.87,1116.56,1116.56,0,"2020-09-26T01:40:49Z"
"1008","SPX",2010-01-05,1136.52,1136.63,1129.66,1132.66,0,1136.52,1136.63,1129.66,1132.66,0,"2020-09-26T01:40:49Z"
"1009","SPX",2010-01-06,1137.14,1139.19,1133.95,1135.71,0,1137.14,1139.19,1133.95,1135.71,0,"2020-09-26T01:40:49Z"
"1010","SPX",2010-01-07,1141.69,1142.46,1131.32,1136.27,0,1141.69,1142.46,1131.32,1136.27,0,"2020-09-26T01:40:49Z"
"1011","SPX",2010-01-08,1144.98,1145.39,1136.22,1140.52,0,1144.98,1145.39,1136.22,1140.52,0,"2020-09-26T01:40:49Z"
"1012","SPX",2010-01-11,1146.98,1149.74,1142.02,1145.96,0,1146.98,1149.74,1142.02,1145.96,0,"2020-09-26T01:40:49Z"
"1013","SPX",2010-01-12,1136.22,1143.81,1131.77,1143.81,0,1136.22,1143.81,1131.77,1143.81,0,"2020-09-26T01:40:49Z"
"1014","SPX",2010-01-13,1145.68,1148.4,1133.18,1137.31,0,1145.68,1148.4,1133.18,1137.31,0,"2020-09-26T01:40:49Z"
"1015","SPX",2010-01-14,1148.46,1150.41,1143.8,1145.68,0,1148.46,1150.41,1143.8,1145.68,0,"2020-09-26T01:40:49Z"
"1016","SPX",2010-01-15,1136.03,1147.77,1131.39,1147.72,0,1136.03,1147.77,1131.39,1147.72,0,"2020-09-26T01:40:49Z"
"1017","SPX",2010-01-19,1150.23,1150.45,1135.77,1136.03,0,1150.23,1150.45,1135.77,1136.03,0,"2020-09-26T01:40:49Z"
"1018","SPX",2010-01-20,1138.04,1147.95,1129.25,1147.95,0,1138.04,1147.95,1129.25,1147.95,0,"2020-09-26T01:40:49Z"
"1019","SPX",2010-01-21,1116.48,1141.58,1114.84,1138.68,0,1116.48,1141.58,1114.84,1138.68,0,"2020-09-26T01:40:49Z"
"1020","SPX",2010-01-22,1091.76,1115.49,1090.18,1115.49,0,1091.76,1115.49,1090.18,1115.49,0,"2020-09-26T01:40:49Z"
"1021","SPX",2010-01-25,1096.78,1102.97,1092.4,1092.4,0,1096.78,1102.97,1092.4,1092.4,0,"2020-09-26T01:40:49Z"
"1022","SPX",2010-01-26,1092.17,1103.69,1089.86,1095.8,0,1092.17,1103.69,1089.86,1095.8,0,"2020-09-26T01:40:49Z"
"1023","SPX",2010-01-27,1097.5,1099.51,1083.11,1091.94,0,1097.5,1099.51,1083.11,1091.94,0,"2020-09-26T01:40:49Z"
"1024","SPX",2010-01-28,1084.53,1100.22,1078.46,1096.93,0,1084.53,1100.22,1078.46,1096.93,0,"2020-09-26T01:40:49Z"
"1025","SPX",2010-01-29,1073.87,1096.45,1071.59,1087.61,0,1073.87,1096.45,1071.59,1087.61,0,"2020-09-26T01:40:49Z"
"1026","SPX",2010-02-01,1089.19,1089.38,1073.89,1073.89,0,1089.19,1089.38,1073.89,1073.89,0,"2020-09-26T01:40:49Z"
"1027","SPX",2010-02-02,1103.32,1104.73,1087.96,1090.05,0,1103.32,1104.73,1087.96,1090.05,0,"2020-09-26T01:40:49Z"
"1028","SPX",2010-02-03,1097.28,1102.72,1093.97,1100.67,0,1097.28,1102.72,1093.97,1100.67,0,"2020-09-26T01:40:49Z"
"1029","SPX",2010-02-04,1063.11,1097.25,1062.78,1097.25,0,1063.11,1097.25,1062.78,1097.25,0,"2020-09-26T01:40:49Z"
"1030","SPX",2010-02-05,1066.19,1067.13,1044.5,1064.12,0,1066.19,1067.13,1044.5,1064.12,0,"2020-09-26T01:40:49Z"
"1031","SPX",2010-02-08,1056.74,1071.2,1056.51,1065.51,0,1056.74,1071.2,1056.51,1065.51,0,"2020-09-26T01:40:49Z"
"1032","SPX",2010-02-09,1070.52,1079.28,1060.06,1060.06,0,1070.52,1079.28,1060.06,1060.06,0,"2020-09-26T01:40:49Z"
"1033","SPX",2010-02-10,1068.13,1073.67,1059.34,1069.68,0,1068.13,1073.67,1059.34,1069.68,0,"2020-09-26T01:40:49Z"
"1034","SPX",2010-02-11,1078.47,1080.04,1060.59,1067.1,0,1078.47,1080.04,1060.59,1067.1,0,"2020-09-26T01:40:49Z"
"1035","SPX",2010-02-12,1075.51,1077.81,1062.97,1075.95,0,1075.51,1077.81,1062.97,1075.95,0,"2020-09-26T01:40:49Z"
"1036","SPX",2010-02-16,1094.87,1095.67,1079.13,1079.13,0,1094.87,1095.67,1079.13,1079.13,0,"2020-09-26T01:40:49Z"
"1037","SPX",2010-02-17,1099.51,1101.03,1094.72,1096.14,0,1099.51,1101.03,1094.72,1096.14,0,"2020-09-26T01:40:49Z"
"1038","SPX",2010-02-18,1106.75,1108.24,1097.48,1099.03,0,1106.75,1108.24,1097.48,1099.03,0,"2020-09-26T01:40:49Z"
"1039","SPX",2010-02-19,1109.17,1112.42,1100.8,1105.49,0,1109.17,1112.42,1100.8,1105.49,0,"2020-09-26T01:40:49Z"
